year,dhw,site_name
1997,3.4,Megalopolis
1998,1.98,Megalopolis
1999,2.26,Megalopolis
2000,0.7,Megalopolis
2001,0,Megalopolis
2002,0,Megalopolis
2003,0.49,Megalopolis
2004,1.17,Megalopolis
2005,4.49,Megalopolis
2006,0.15,Megalopolis
2007,4.71,Megalopolis
2008,0.33,Megalopolis
2009,2.5,Megalopolis
2010,1.1,Megalopolis
2011,4.04,Megalopolis
2012,0,Megalopolis
2013,0,Megalopolis
2014,7,Megalopolis
2015,7.94,Megalopolis
2016,0,Megalopolis
2017,2.08,Megalopolis
2018,0,Megalopolis
2019,3.07,Megalopolis
2020,2.34,Megalopolis
2021,1.84,Megalopolis
2022,4.93,Megalopolis
2023,16.67,Megalopolis
2024,10.16,Megalopolis
2025,7.6,Megalopolis
1986,0,Snap City
1987,0,Snap City
1988,0,Snap City
1989,0,Snap City
1990,0,Snap City
1991,1.49,Snap City
1992,0,Snap City
1993,0.47,Snap City
1994,0,Snap City
1995,0,Snap City
1996,0,Snap City
1997,3.74,Snap City
1998,2,Snap City
1999,2.25,Snap City
2000,0.71,Snap City
2001,0,Snap City
2002,0,Snap City
2003,1.06,Snap City
2004,1.03,Snap City
2005,4.94,Snap City
2006,0.16,Snap City
2007,5.29,Snap City
2008,0.82,Snap City
2009,2.03,Snap City
2010,0.96,Snap City
2011,3.82,Snap City
2012,0,Snap City
2013,0,Snap City
2014,7.37,Snap City
2015,8.51,Snap City
2016,0,Snap City
2017,3.27,Snap City
2018,0,Snap City
2019,3.58,Snap City
2020,3.38,Snap City
2021,2.16,Snap City
2022,5.93,Snap City
2023,17.62,Snap City
2024,11.16,Snap City
2025,7.49,Snap City
1986,0,Stalactite
1987,0,Stalactite
1988,0,Stalactite
1989,0,Stalactite
1990,0,Stalactite
1991,1.49,Stalactite
1992,0,Stalactite
1993,0.48,Stalactite
1994,0,Stalactite
1995,0,Stalactite
1996,0,Stalactite
1997,4.2,Stalactite
1998,1.99,Stalactite
1999,2.25,Stalactite
2000,0.71,Stalactite
2001,0,Stalactite
2002,0,Stalactite
2003,1.11,Stalactite
2004,1.01,Stalactite
2005,5.01,Stalactite
2006,0.16,Stalactite
2007,5.83,Stalactite
2008,0.99,Stalactite
2009,2.36,Stalactite
2010,0.82,Stalactite
2011,3.79,Stalactite
2012,0,Stalactite
2013,0,Stalactite
2014,7.58,Stalactite
2015,8.53,Stalactite
2016,0,Stalactite
2017,3.63,Stalactite
2018,0.29,Stalactite
2019,4.13,Stalactite
2020,3.63,Stalactite
2021,2.22,Stalactite
2022,6.08,Stalactite
2023,17.88,Stalactite
2024,11.18,Stalactite
2025,7.39,Stalactite
1986,0,Thor
1987,0.52,Thor
1988,0,Thor
1989,0,Thor
1990,0,Thor
1991,0.72,Thor
1992,0,Thor
1993,0.66,Thor
1994,0,Thor
1995,0,Thor
1996,0,Thor
1997,3.67,Thor
1998,2.92,Thor
1999,1.76,Thor
2000,1.22,Thor
2001,0.34,Thor
2002,0.47,Thor
2003,0.32,Thor
2004,2.55,Thor
2005,6.41,Thor
2006,0.45,Thor
2007,7.7,Thor
2008,0.61,Thor
2009,3.79,Thor
2010,5.92,Thor
2011,4.55,Thor
2012,1.01,Thor
2013,0.31,Thor
2014,6.34,Thor
2015,6.11,Thor
2016,4.5,Thor
2017,3.23,Thor
2018,4.05,Thor
2019,5.45,Thor
2020,7.09,Thor
2021,4.08,Thor
2022,6.74,Thor
2023,19.62,Thor
2024,9.91,Thor
2025,9.34,Thor
1986,0,West Turtle Shoal
1987,0.5,West Turtle Shoal
1988,0,West Turtle Shoal
1989,0,West Turtle Shoal
1990,0,West Turtle Shoal
1991,0.71,West Turtle Shoal
1992,0,West Turtle Shoal
1993,0.81,West Turtle Shoal
1994,0,West Turtle Shoal
1995,0,West Turtle Shoal
1996,0,West Turtle Shoal
1997,3.9,West Turtle Shoal
1998,2.88,West Turtle Shoal
1999,1.63,West Turtle Shoal
2000,1.2,West Turtle Shoal
2001,0.35,West Turtle Shoal
2002,0.49,West Turtle Shoal
2003,0.47,West Turtle Shoal
2004,1.88,West Turtle Shoal
2005,5.53,West Turtle Shoal
2006,0.3,West Turtle Shoal
2007,6.76,West Turtle Shoal
2008,0.15,West Turtle Shoal
2009,2.47,West Turtle Shoal
2010,3.91,West Turtle Shoal
2011,3.55,West Turtle Shoal
2012,0.52,West Turtle Shoal
2013,0,West Turtle Shoal
2014,5.51,West Turtle Shoal
2015,5.16,West Turtle Shoal
2016,3.66,West Turtle Shoal
2017,1.82,West Turtle Shoal
2018,2.96,West Turtle Shoal
2019,3.91,West Turtle Shoal
2020,5.26,West Turtle Shoal
2021,3.53,West Turtle Shoal
2022,6.27,West Turtle Shoal
2023,18.75,West Turtle Shoal
2024,9.1,West Turtle Shoal
2025,8.59,West Turtle Shoal
1986,0,Dustan Rocks
1987,0.51,Dustan Rocks
1988,0,Dustan Rocks
1989,0,Dustan Rocks
1990,0,Dustan Rocks
1991,0.71,Dustan Rocks
1992,0,Dustan Rocks
1993,0.81,Dustan Rocks
1994,0,Dustan Rocks
1995,0,Dustan Rocks
1996,0,Dustan Rocks
1997,3.71,Dustan Rocks
1998,2.91,Dustan Rocks
1999,1.62,Dustan Rocks
2000,1.21,Dustan Rocks
2001,0.34,Dustan Rocks
2002,0.48,Dustan Rocks
2003,0.47,Dustan Rocks
2004,2.29,Dustan Rocks
2005,5.77,Dustan Rocks
2006,0.45,Dustan Rocks
2007,7.32,Dustan Rocks
2008,0.44,Dustan Rocks
2009,3.33,Dustan Rocks
2010,5.19,Dustan Rocks
2011,3.92,Dustan Rocks
2012,0.83,Dustan Rocks
2013,0.14,Dustan Rocks
2014,5.84,Dustan Rocks
2015,5.34,Dustan Rocks
2016,3.99,Dustan Rocks
2017,2.61,Dustan Rocks
2018,3.11,Dustan Rocks
2019,4.43,Dustan Rocks
2020,6.51,Dustan Rocks
2021,3.87,Dustan Rocks
2022,6.22,Dustan Rocks
2023,19.15,Dustan Rocks
2024,9.7,Dustan Rocks
2025,8.89,Dustan Rocks
1986,0,Turtle
1987,0.64,Turtle
1988,0,Turtle
1989,0,Turtle
1990,0,Turtle
1991,0,Turtle
1992,0,Turtle
1993,0,Turtle
1994,0,Turtle
1995,0,Turtle
1996,0,Turtle
1997,2.22,Turtle
1998,1.77,Turtle
1999,1.71,Turtle
2000,0,Turtle
2001,0,Turtle
2002,0,Turtle
2003,0,Turtle
2004,1.01,Turtle
2005,4.33,Turtle
2006,0,Turtle
2007,2.43,Turtle
2008,0.14,Turtle
2009,0.45,Turtle
2010,2.38,Turtle
2011,1.03,Turtle
2012,0,Turtle
2013,0,Turtle
2014,4.13,Turtle
2015,3.44,Turtle
2016,0.64,Turtle
2017,1.72,Turtle
2018,0.93,Turtle
2019,2.09,Turtle
2020,3.54,Turtle
2021,1.85,Turtle
2022,5.7,Turtle
2023,16.4,Turtle
2024,7.86,Turtle
2025,8.71,Turtle
1986,0,Average Joe
1987,0.14,Average Joe
1988,0,Average Joe
1989,0,Average Joe
1990,0,Average Joe
1991,1.48,Average Joe
1992,0,Average Joe
1993,0.48,Average Joe
1994,0,Average Joe
1995,0,Average Joe
1996,0,Average Joe
1997,4.03,Average Joe
1998,1.99,Average Joe
1999,2.25,Average Joe
2000,0.7,Average Joe
2001,0,Average Joe
2002,0,Average Joe
2003,0.99,Average Joe
2004,1.15,Average Joe
2005,5.39,Average Joe
2006,0.15,Average Joe
2007,5.5,Average Joe
2008,0.66,Average Joe
2009,2.89,Average Joe
2010,1.41,Average Joe
2011,4.96,Average Joe
2012,0,Average Joe
2013,0,Average Joe
2014,7.03,Average Joe
2015,8.59,Average Joe
2016,0,Average Joe
2017,2.14,Average Joe
2018,0.61,Average Joe
2019,3.7,Average Joe
2020,3.29,Average Joe
2021,2.1,Average Joe
2022,5.41,Average Joe
2023,17.36,Average Joe
2024,10.39,Average Joe
2025,7.67,Average Joe
1986,0,Mantislandia
1987,0.14,Mantislandia
1988,0,Mantislandia
1989,0,Mantislandia
1990,0,Mantislandia
1991,1.48,Mantislandia
1992,0,Mantislandia
1993,0.48,Mantislandia
1994,0,Mantislandia
1995,0,Mantislandia
1996,0,Mantislandia
1997,4.03,Mantislandia
1998,1.99,Mantislandia
1999,2.25,Mantislandia
2000,0.7,Mantislandia
2001,0,Mantislandia
2002,0,Mantislandia
2003,0.99,Mantislandia
2004,1.15,Mantislandia
2005,5.39,Mantislandia
2006,0.15,Mantislandia
2007,5.5,Mantislandia
2008,0.66,Mantislandia
2009,2.89,Mantislandia
2010,1.41,Mantislandia
2011,4.96,Mantislandia
2012,0,Mantislandia
2013,0,Mantislandia
2014,7.03,Mantislandia
2015,8.59,Mantislandia
2016,0,Mantislandia
2017,2.14,Mantislandia
2018,0.61,Mantislandia
2019,3.7,Mantislandia
2020,3.29,Mantislandia
2021,2.1,Mantislandia
2022,5.41,Mantislandia
2023,17.36,Mantislandia
2024,10.39,Mantislandia
2025,7.67,Mantislandia
1986,0,Porter Patch
1987,0.33,Porter Patch
1988,0,Porter Patch
1989,0,Porter Patch
1990,0,Porter Patch
1991,0,Porter Patch
1992,0,Porter Patch
1993,0,Porter Patch
1994,0,Porter Patch
1995,0,Porter Patch
1996,0,Porter Patch
1997,2.85,Porter Patch
1998,1.83,Porter Patch
1999,1.74,Porter Patch
2000,0,Porter Patch
2001,0,Porter Patch
2002,0,Porter Patch
2003,0,Porter Patch
2004,1.11,Porter Patch
2005,4.55,Porter Patch
2006,0,Porter Patch
2007,2.6,Porter Patch
2008,0.15,Porter Patch
2009,0.65,Porter Patch
2010,2.82,Porter Patch
2011,1.59,Porter Patch
2012,0.29,Porter Patch
2013,0,Porter Patch
2014,4.71,Porter Patch
2015,4.21,Porter Patch
2016,0.79,Porter Patch
2017,2.55,Porter Patch
2018,1.11,Porter Patch
2019,3.14,Porter Patch
2020,4.28,Porter Patch
2021,2.33,Porter Patch
2022,6.12,Porter Patch
2023,17.28,Porter Patch
2024,7.97,Porter Patch
2025,8.53,Porter Patch
1986,0,Grecian Rocks
1987,0.33,Grecian Rocks
1988,0,Grecian Rocks
1989,0,Grecian Rocks
1990,0,Grecian Rocks
1991,0,Grecian Rocks
1992,0,Grecian Rocks
1993,0,Grecian Rocks
1994,0,Grecian Rocks
1995,0,Grecian Rocks
1996,0,Grecian Rocks
1997,2.85,Grecian Rocks
1998,1.83,Grecian Rocks
1999,1.74,Grecian Rocks
2000,0,Grecian Rocks
2001,0,Grecian Rocks
2002,0,Grecian Rocks
2003,0,Grecian Rocks
2004,1.11,Grecian Rocks
2005,4.55,Grecian Rocks
2006,0,Grecian Rocks
2007,2.6,Grecian Rocks
2008,0.15,Grecian Rocks
2009,0.65,Grecian Rocks
2010,2.82,Grecian Rocks
2011,1.59,Grecian Rocks
2012,0.29,Grecian Rocks
2013,0,Grecian Rocks
2014,4.71,Grecian Rocks
2015,4.21,Grecian Rocks
2016,0.79,Grecian Rocks
2017,2.55,Grecian Rocks
2018,1.11,Grecian Rocks
2019,3.14,Grecian Rocks
2020,4.28,Grecian Rocks
2021,2.33,Grecian Rocks
2022,6.12,Grecian Rocks
2023,17.28,Grecian Rocks
2024,7.97,Grecian Rocks
2025,8.53,Grecian Rocks
1986,0,Content Keys
1987,0.5,Content Keys
1988,0,Content Keys
1989,0,Content Keys
1990,0,Content Keys
1991,2.25,Content Keys
1992,0,Content Keys
1993,0.8,Content Keys
1994,0,Content Keys
1995,0,Content Keys
1996,0,Content Keys
1997,4.76,Content Keys
1998,2.11,Content Keys
1999,1.82,Content Keys
2000,1.05,Content Keys
2001,0.14,Content Keys
2002,0,Content Keys
2003,1.45,Content Keys
2004,3.11,Content Keys
2005,7.11,Content Keys
2006,0,Content Keys
2007,7.94,Content Keys
2008,0.62,Content Keys
2009,4.01,Content Keys
2010,4.91,Content Keys
2011,4.22,Content Keys
2012,1.02,Content Keys
2013,0,Content Keys
2014,7.4,Content Keys
2015,7.58,Content Keys
2016,4.13,Content Keys
2017,3.4,Content Keys
2018,4.66,Content Keys
2019,7.82,Content Keys
2020,8.34,Content Keys
2021,3.78,Content Keys
2022,6.74,Content Keys
2023,21.18,Content Keys
2024,9.92,Content Keys
2025,10.92,Content Keys
1986,0,Sombrero Shallow
1987,0.52,Sombrero Shallow
1988,0,Sombrero Shallow
1989,0,Sombrero Shallow
1990,0,Sombrero Shallow
1991,0.86,Sombrero Shallow
1992,0,Sombrero Shallow
1993,0.93,Sombrero Shallow
1994,0,Sombrero Shallow
1995,0,Sombrero Shallow
1996,0,Sombrero Shallow
1997,3.64,Sombrero Shallow
1998,2.73,Sombrero Shallow
1999,1.61,Sombrero Shallow
2000,1.19,Sombrero Shallow
2001,0.31,Sombrero Shallow
2002,0.44,Sombrero Shallow
2003,0.15,Sombrero Shallow
2004,2.08,Sombrero Shallow
2005,5.37,Sombrero Shallow
2006,0.3,Sombrero Shallow
2007,6.77,Sombrero Shallow
2008,0.29,Sombrero Shallow
2009,2.72,Sombrero Shallow
2010,4.3,Sombrero Shallow
2011,3.97,Sombrero Shallow
2012,0.54,Sombrero Shallow
2013,0,Sombrero Shallow
2014,5.42,Sombrero Shallow
2015,5.43,Sombrero Shallow
2016,3.75,Sombrero Shallow
2017,2.42,Sombrero Shallow
2018,3.21,Sombrero Shallow
2019,4.43,Sombrero Shallow
2020,5.09,Sombrero Shallow
2021,3.62,Sombrero Shallow
2022,5.8,Sombrero Shallow
2023,18.76,Sombrero Shallow
2024,8.9,Sombrero Shallow
2025,8.75,Sombrero Shallow
1986,0,Sombrero Deep
1987,0.52,Sombrero Deep
1988,0,Sombrero Deep
1989,0,Sombrero Deep
1990,0,Sombrero Deep
1991,0.86,Sombrero Deep
1992,0,Sombrero Deep
1993,0.93,Sombrero Deep
1994,0,Sombrero Deep
1995,0,Sombrero Deep
1996,0,Sombrero Deep
1997,3.64,Sombrero Deep
1998,2.73,Sombrero Deep
1999,1.61,Sombrero Deep
2000,1.19,Sombrero Deep
2001,0.31,Sombrero Deep
2002,0.44,Sombrero Deep
2003,0.15,Sombrero Deep
2004,2.08,Sombrero Deep
2005,5.37,Sombrero Deep
2006,0.3,Sombrero Deep
2007,6.77,Sombrero Deep
2008,0.29,Sombrero Deep
2009,2.72,Sombrero Deep
2010,4.3,Sombrero Deep
2011,3.97,Sombrero Deep
2012,0.54,Sombrero Deep
2013,0,Sombrero Deep
2014,5.42,Sombrero Deep
2015,5.43,Sombrero Deep
2016,3.75,Sombrero Deep
2017,2.42,Sombrero Deep
2018,3.21,Sombrero Deep
2019,4.43,Sombrero Deep
2020,5.09,Sombrero Deep
2021,3.62,Sombrero Deep
2022,5.8,Sombrero Deep
2023,18.76,Sombrero Deep
2024,8.9,Sombrero Deep
2025,8.75,Sombrero Deep
1986,0,Alligator Shallow
1987,0,Alligator Shallow
1988,0,Alligator Shallow
1989,0,Alligator Shallow
1990,0,Alligator Shallow
1991,0.54,Alligator Shallow
1992,0,Alligator Shallow
1993,0.77,Alligator Shallow
1994,0,Alligator Shallow
1995,0,Alligator Shallow
1996,0,Alligator Shallow
1997,3.97,Alligator Shallow
1998,2.04,Alligator Shallow
1999,1.58,Alligator Shallow
2000,0.8,Alligator Shallow
2001,0.15,Alligator Shallow
2002,0,Alligator Shallow
2003,0.15,Alligator Shallow
2004,1.14,Alligator Shallow
2005,4.93,Alligator Shallow
2006,0,Alligator Shallow
2007,3.42,Alligator Shallow
2008,0.17,Alligator Shallow
2009,1.69,Alligator Shallow
2010,1.9,Alligator Shallow
2011,2.57,Alligator Shallow
2012,0.32,Alligator Shallow
2013,0,Alligator Shallow
2014,4.72,Alligator Shallow
2015,4.58,Alligator Shallow
2016,1.87,Alligator Shallow
2017,1.44,Alligator Shallow
2018,1.68,Alligator Shallow
2019,2.39,Alligator Shallow
2020,3.76,Alligator Shallow
2021,1.76,Alligator Shallow
2022,5.02,Alligator Shallow
2023,17.43,Alligator Shallow
2024,7.9,Alligator Shallow
2025,8.32,Alligator Shallow
1986,0,Alligator Deep
1987,0,Alligator Deep
1988,0,Alligator Deep
1989,0,Alligator Deep
1990,0,Alligator Deep
1991,0.54,Alligator Deep
1992,0,Alligator Deep
1993,0.77,Alligator Deep
1994,0,Alligator Deep
1995,0,Alligator Deep
1996,0,Alligator Deep
1997,3.97,Alligator Deep
1998,2.04,Alligator Deep
1999,1.58,Alligator Deep
2000,0.8,Alligator Deep
2001,0.15,Alligator Deep
2002,0,Alligator Deep
2003,0.15,Alligator Deep
2004,1.14,Alligator Deep
2005,4.93,Alligator Deep
2006,0,Alligator Deep
2007,3.42,Alligator Deep
2008,0.17,Alligator Deep
2009,1.69,Alligator Deep
2010,1.9,Alligator Deep
2011,2.57,Alligator Deep
2012,0.32,Alligator Deep
2013,0,Alligator Deep
2014,4.72,Alligator Deep
2015,4.58,Alligator Deep
2016,1.87,Alligator Deep
2017,1.44,Alligator Deep
2018,1.68,Alligator Deep
2019,2.39,Alligator Deep
2020,3.76,Alligator Deep
2021,1.76,Alligator Deep
2022,5.02,Alligator Deep
2023,17.43,Alligator Deep
2024,7.9,Alligator Deep
2025,8.32,Alligator Deep
1986,0,Carysfort Deep
1987,0.63,Carysfort Deep
1988,0,Carysfort Deep
1989,0,Carysfort Deep
1990,0,Carysfort Deep
1991,0,Carysfort Deep
1992,0,Carysfort Deep
1993,0,Carysfort Deep
1994,0,Carysfort Deep
1995,0,Carysfort Deep
1996,0,Carysfort Deep
1997,2.22,Carysfort Deep
1998,1.76,Carysfort Deep
1999,1.85,Carysfort Deep
2000,0,Carysfort Deep
2001,0,Carysfort Deep
2002,0,Carysfort Deep
2003,0,Carysfort Deep
2004,0.96,Carysfort Deep
2005,3.97,Carysfort Deep
2006,0,Carysfort Deep
2007,1.45,Carysfort Deep
2008,0,Carysfort Deep
2009,0.3,Carysfort Deep
2010,1.8,Carysfort Deep
2011,1.42,Carysfort Deep
2012,0,Carysfort Deep
2013,0,Carysfort Deep
2014,4.04,Carysfort Deep
2015,3.23,Carysfort Deep
2016,0.31,Carysfort Deep
2017,1,Carysfort Deep
2018,0.58,Carysfort Deep
2019,1.9,Carysfort Deep
2020,2.9,Carysfort Deep
2021,1.72,Carysfort Deep
2022,5.23,Carysfort Deep
2023,16.21,Carysfort Deep
2024,7.1,Carysfort Deep
2025,8.41,Carysfort Deep
1986,0,Two Patches
1987,0.31,Two Patches
1988,0,Two Patches
1989,0,Two Patches
1990,0,Two Patches
1991,0.15,Two Patches
1992,0,Two Patches
1993,0.29,Two Patches
1994,0,Two Patches
1995,0,Two Patches
1996,0,Two Patches
1997,3.24,Two Patches
1998,1.91,Two Patches
1999,1.46,Two Patches
2000,0.29,Two Patches
2001,0,Two Patches
2002,0,Two Patches
2003,0.14,Two Patches
2004,1.28,Two Patches
2005,4.92,Two Patches
2006,0,Two Patches
2007,3.13,Two Patches
2008,0.3,Two Patches
2009,1.2,Two Patches
2010,3.07,Two Patches
2011,2.28,Two Patches
2012,0.31,Two Patches
2013,0,Two Patches
2014,4.84,Two Patches
2015,4.75,Two Patches
2016,1.99,Two Patches
2017,2.98,Two Patches
2018,1.51,Two Patches
2019,3.58,Two Patches
2020,5.25,Two Patches
2021,2.53,Two Patches
2022,5.9,Two Patches
2023,17.07,Two Patches
2024,8.71,Two Patches
2025,8.71,Two Patches
1986,0,Burr Fish
1987,0.3,Burr Fish
1988,0,Burr Fish
1989,0,Burr Fish
1990,0,Burr Fish
1991,0.32,Burr Fish
1992,0,Burr Fish
1993,0.45,Burr Fish
1994,0,Burr Fish
1995,0,Burr Fish
1996,0,Burr Fish
1997,3.46,Burr Fish
1998,1.92,Burr Fish
1999,1.34,Burr Fish
2000,0.44,Burr Fish
2001,0,Burr Fish
2002,0,Burr Fish
2003,0.15,Burr Fish
2004,1.01,Burr Fish
2005,4.94,Burr Fish
2006,0,Burr Fish
2007,3.19,Burr Fish
2008,0.3,Burr Fish
2009,1.24,Burr Fish
2010,3.21,Burr Fish
2011,2.5,Burr Fish
2012,0.31,Burr Fish
2013,0,Burr Fish
2014,4.87,Burr Fish
2015,4.8,Burr Fish
2016,2.21,Burr Fish
2017,2.6,Burr Fish
2018,1.83,Burr Fish
2019,3.4,Burr Fish
2020,5.22,Burr Fish
2021,2.24,Burr Fish
2022,6.01,Burr Fish
2023,17.07,Burr Fish
2024,8.29,Burr Fish
2025,8.71,Burr Fish
1986,0,Admiral
1987,0.32,Admiral
1988,0,Admiral
1989,0,Admiral
1990,0,Admiral
1991,0.14,Admiral
1992,0,Admiral
1993,0,Admiral
1994,0,Admiral
1995,0,Admiral
1996,0,Admiral
1997,3.05,Admiral
1998,1.72,Admiral
1999,1.58,Admiral
2000,0,Admiral
2001,0,Admiral
2002,0,Admiral
2003,0,Admiral
2004,0.64,Admiral
2005,4.47,Admiral
2006,0,Admiral
2007,2.06,Admiral
2008,0,Admiral
2009,0.79,Admiral
2010,1.96,Admiral
2011,1.76,Admiral
2012,0.15,Admiral
2013,0,Admiral
2014,4.46,Admiral
2015,4.07,Admiral
2016,0.49,Admiral
2017,1.28,Admiral
2018,0.61,Admiral
2019,1.97,Admiral
2020,2.92,Admiral
2021,1.15,Admiral
2022,5.25,Admiral
2023,15.79,Admiral
2024,7.17,Admiral
2025,8.15,Admiral
1986,0,Carysfort Shallow
1987,0.63,Carysfort Shallow
1988,0,Carysfort Shallow
1989,0,Carysfort Shallow
1990,0,Carysfort Shallow
1991,0,Carysfort Shallow
1992,0,Carysfort Shallow
1993,0,Carysfort Shallow
1994,0,Carysfort Shallow
1995,0,Carysfort Shallow
1996,0,Carysfort Shallow
1997,2.22,Carysfort Shallow
1998,1.76,Carysfort Shallow
1999,1.85,Carysfort Shallow
2000,0,Carysfort Shallow
2001,0,Carysfort Shallow
2002,0,Carysfort Shallow
2003,0,Carysfort Shallow
2004,0.96,Carysfort Shallow
2005,3.97,Carysfort Shallow
2006,0,Carysfort Shallow
2007,1.45,Carysfort Shallow
2008,0,Carysfort Shallow
2009,0.3,Carysfort Shallow
2010,1.8,Carysfort Shallow
2011,1.42,Carysfort Shallow
2012,0,Carysfort Shallow
2013,0,Carysfort Shallow
2014,4.04,Carysfort Shallow
2015,3.23,Carysfort Shallow
2016,0.31,Carysfort Shallow
2017,1,Carysfort Shallow
2018,0.58,Carysfort Shallow
2019,1.9,Carysfort Shallow
2020,2.9,Carysfort Shallow
2021,1.72,Carysfort Shallow
2022,5.23,Carysfort Shallow
2023,16.21,Carysfort Shallow
2024,7.1,Carysfort Shallow
2025,8.41,Carysfort Shallow
1986,0,Rattlesnake
1987,0.33,Rattlesnake
1988,0,Rattlesnake
1989,0,Rattlesnake
1990,0,Rattlesnake
1991,0,Rattlesnake
1992,0,Rattlesnake
1993,0,Rattlesnake
1994,0,Rattlesnake
1995,0,Rattlesnake
1996,0,Rattlesnake
1997,2.55,Rattlesnake
1998,1.98,Rattlesnake
1999,1.89,Rattlesnake
2000,0,Rattlesnake
2001,0,Rattlesnake
2002,0,Rattlesnake
2003,0,Rattlesnake
2004,1.77,Rattlesnake
2005,4.63,Rattlesnake
2006,0,Rattlesnake
2007,3.65,Rattlesnake
2008,0.31,Rattlesnake
2009,0.68,Rattlesnake
2010,3.34,Rattlesnake
2011,1.49,Rattlesnake
2012,0.3,Rattlesnake
2013,0,Rattlesnake
2014,4.82,Rattlesnake
2015,4.42,Rattlesnake
2016,1.61,Rattlesnake
2017,3.38,Rattlesnake
2018,1.97,Rattlesnake
2019,3.85,Rattlesnake
2020,6.21,Rattlesnake
2021,3.02,Rattlesnake
2022,6.4,Rattlesnake
2023,17.97,Rattlesnake
2024,8.86,Rattlesnake
2025,9.08,Rattlesnake
1986,0,Molasses Shallow
1987,0.32,Molasses Shallow
1988,0,Molasses Shallow
1989,0,Molasses Shallow
1990,0,Molasses Shallow
1991,0.14,Molasses Shallow
1992,0,Molasses Shallow
1993,0,Molasses Shallow
1994,0,Molasses Shallow
1995,0,Molasses Shallow
1996,0,Molasses Shallow
1997,3.05,Molasses Shallow
1998,1.72,Molasses Shallow
1999,1.58,Molasses Shallow
2000,0,Molasses Shallow
2001,0,Molasses Shallow
2002,0,Molasses Shallow
2003,0,Molasses Shallow
2004,0.64,Molasses Shallow
2005,4.47,Molasses Shallow
2006,0,Molasses Shallow
2007,2.06,Molasses Shallow
2008,0,Molasses Shallow
2009,0.79,Molasses Shallow
2010,1.96,Molasses Shallow
2011,1.76,Molasses Shallow
2012,0.15,Molasses Shallow
2013,0,Molasses Shallow
2014,4.46,Molasses Shallow
2015,4.07,Molasses Shallow
2016,0.49,Molasses Shallow
2017,1.28,Molasses Shallow
2018,0.61,Molasses Shallow
2019,1.97,Molasses Shallow
2020,2.92,Molasses Shallow
2021,1.15,Molasses Shallow
2022,5.25,Molasses Shallow
2023,15.79,Molasses Shallow
2024,7.17,Molasses Shallow
2025,8.15,Molasses Shallow
1986,0,Molasses Deep
1987,0.32,Molasses Deep
1988,0,Molasses Deep
1989,0,Molasses Deep
1990,0,Molasses Deep
1991,0.14,Molasses Deep
1992,0,Molasses Deep
1993,0,Molasses Deep
1994,0,Molasses Deep
1995,0,Molasses Deep
1996,0,Molasses Deep
1997,3.05,Molasses Deep
1998,1.72,Molasses Deep
1999,1.58,Molasses Deep
2000,0,Molasses Deep
2001,0,Molasses Deep
2002,0,Molasses Deep
2003,0,Molasses Deep
2004,0.64,Molasses Deep
2005,4.47,Molasses Deep
2006,0,Molasses Deep
2007,2.06,Molasses Deep
2008,0,Molasses Deep
2009,0.79,Molasses Deep
2010,1.96,Molasses Deep
2011,1.76,Molasses Deep
2012,0.15,Molasses Deep
2013,0,Molasses Deep
2014,4.46,Molasses Deep
2015,4.07,Molasses Deep
2016,0.49,Molasses Deep
2017,1.28,Molasses Deep
2018,0.61,Molasses Deep
2019,1.97,Molasses Deep
2020,2.92,Molasses Deep
2021,1.15,Molasses Deep
2022,5.25,Molasses Deep
2023,15.79,Molasses Deep
2024,7.17,Molasses Deep
2025,8.15,Molasses Deep
1986,0,Cheeca Rocks
1987,0.15,Cheeca Rocks
1988,0,Cheeca Rocks
1989,0,Cheeca Rocks
1990,0,Cheeca Rocks
1991,0.52,Cheeca Rocks
1992,0,Cheeca Rocks
1993,0.79,Cheeca Rocks
1994,0,Cheeca Rocks
1995,0,Cheeca Rocks
1996,0,Cheeca Rocks
1997,4.25,Cheeca Rocks
1998,2.59,Cheeca Rocks
1999,1.74,Cheeca Rocks
2000,0.83,Cheeca Rocks
2001,0.15,Cheeca Rocks
2002,0,Cheeca Rocks
2003,0.48,Cheeca Rocks
2004,2.56,Cheeca Rocks
2005,6.62,Cheeca Rocks
2006,0.15,Cheeca Rocks
2007,6.16,Cheeca Rocks
2008,0.58,Cheeca Rocks
2009,3.81,Cheeca Rocks
2010,5.51,Cheeca Rocks
2011,4.24,Cheeca Rocks
2012,0.71,Cheeca Rocks
2013,0,Cheeca Rocks
2014,5.84,Cheeca Rocks
2015,6.06,Cheeca Rocks
2016,5.06,Cheeca Rocks
2017,4.76,Cheeca Rocks
2018,5.57,Cheeca Rocks
2019,5.9,Cheeca Rocks
2020,8.48,Cheeca Rocks
2021,4.36,Cheeca Rocks
2022,7.44,Cheeca Rocks
2023,20.35,Cheeca Rocks
2024,11.31,Cheeca Rocks
2025,10.17,Cheeca Rocks
1986,0,Dove Key
1987,0.31,Dove Key
1988,0,Dove Key
1989,0,Dove Key
1990,0,Dove Key
1991,0.3,Dove Key
1992,0,Dove Key
1993,0.45,Dove Key
1994,0,Dove Key
1995,0,Dove Key
1996,0,Dove Key
1997,3.43,Dove Key
1998,2.23,Dove Key
1999,1.35,Dove Key
2000,0.45,Dove Key
2001,0,Dove Key
2002,0,Dove Key
2003,0.16,Dove Key
2004,1.84,Dove Key
